Fz,Cz,Pz,Oz,F3,F4,C3,C4
2.1847,5.0969,7.9001,6.7841,-2.7637,2.7593,2.9441,3.9072
2.0511,3.9248,2.9349,2.0976,0.5627,0.7748,2.8358,4.9315
0.5171,3.3739,-0.6942,1.0476,0.9113,-0.0921,2.3904,2.1833
0.1455,1.4243,-1.6748,-0.1110,0.3931,-0.9029,-1.8116,0.3759
0.1804,-3.8153,-0.0131,-2.3654,-2.9223,-0.9478,-0.2781,-0.2789
-2.7922,-7.1003,-3.9725,-1.5043,-0.7883,-1.5380,-4.3628,-3.4848
0.4885,-3.6908,-6.4219,-8.6545,-4.3109,-1.7949,-5.5728,-6.0096
-5.4853,-9.0766,-7.1583,-7.7436,-0.1664,-1.0875,-5.9544,-7.6543
-7.2749,-9.2869,-8.2916,-7.8905,-5.5068,-4.2105,-9.6750,-8.6771
-5.1676,-12.4185,-8.7380,-7.8956,-3.8314,-7.7392,-10.3848,-12.0300
-6.9121,-14.6279,-9.1990,-12.5041,-5.9819,-4.7485,-12.2655,-12.5438
-7.8691,-11.6886,-12.3333,-11.0565,-9.9394,-8.1085,-12.3067,-13.2749
-7.8975,-11.0809,-13.5854,-10.0744,-10.6929,-11.1042,-15.9576,-9.1997
-8.1375,-11.8822,-11.3785,-9.0219,-7.9399,-9.1283,-14.1228,-15.5390
-8.0261,-12.8482,-8.9407,-7.1944,-8.2921,-6.8593,-8.6089,-9.8023
-4.5695,-7.0686,-8.8836,-3.6412,-4.7170,-2.3139,-5.4792,-4.4464
-3.3990,-2.5899,-6.6926,-5.0928,-3.0586,-3.9965,-5.5339,-3.9854
1.3795,-2.3126,-2.4786,2.7177,-2.4897,1.6461,-1.6325,-0.1363
1.7041,2.9389,-0.9257,4.6058,-1.0531,4.3918,1.7886,1.4963
2.1760,4.8055,1.0492,6.3231,4.0471,2.7641,4.4540,2.4132
3.7833,7.1118,1.3164,11.3381,3.4472,3.8733,1.7479,1.4266
5.1010,7.0604,3.1232,8.1698,3.2506,2.5258,4.1237,5.7609
3.3338,5.3792,2.6831,8.8076,4.3224,2.9734,5.0043,4.3397
2.3200,8.0954,5.6668,12.0223,3.9500,2.1349,6.1794,3.9242
3.1923,5.2518,5.9094,6.9207,0.7409,2.1392,8.2842,3.7881
2.5650,4.5736,1.4761,6.1202,-0.0672,2.0790,3.5976,6.5569
1.0331,2.4237,2.6809,5.2655,0.9911,-0.8812,1.3604,7.0782
0.9407,2.5131,1.6403,5.1462,-1.4779,-2.3935,3.7814,3.5038
2.0435,1.3225,2.6997,2.5169,1.5931,1.2265,4.9986,2.3199
-0.3689,1.8842,3.2882,-1.4552,2.9242,2.5367,3.0380,1.1102
-0.3040,4.1050,0.8843,-2.0509,3.7988,3.1526,1.2553,3.3181
0.4867,-1.3288,1.1965,-3.8799,0.1386,2.5538,3.5531,4.7905
0.6774,-2.7416,0.4675,-4.7222,1.5917,2.9208,2.3190,0.9526
0.5905,0.6421,1.5925,-5.4351,0.5201,4.1107,-1.2649,-3.2943
1.2732,-3.1747,0.6903,-6.6233,0.6514,1.0742,-0.3294,0.1035
-0.7135,-5.0036,-1.0826,-10.6640,-0.2789,-1.5601,-0.5041,-0.5219
-3.0653,-3.1865,-0.0913,-6.5974,-0.0817,-3.0771,-1.0143,-5.1659
-3.2302,-5.7990,-1.2014,-7.3579,-3.8937,-3.4061,-3.1514,-2.7870
-4.4870,-1.5630,-0.4244,-4.5199,-3.9837,-0.7823,-3.1942,-1.9802
-2.1590,-1.9496,3.2417,-4.1503,-0.7750,-2.7745,0.2615,-1.6891
-1.1634,-1.7320,3.8007,-0.8694,-0.5830,-1.0576,-1.7375,-1.1084
1.5070,4.5992,1.0738,0.7933,2.8273,0.2024,2.7535,3.6196
1.6157,2.9023,5.4999,4.8051,3.4332,4.6486,2.1232,3.5731
5.2547,7.1196,6.5164,6.0827,3.0644,7.7399,7.6045,3.7786
7.9204,8.1003,4.2666,7.2530,3.9829,6.6585,6.9116,4.2245
5.9575,10.4903,7.4351,12.3156,4.0012,6.4526,9.7656,9.7540
6.5213,10.9239,8.2094,11.0483,6.7809,5.8430,8.3657,8.5536
6.1192,7.8793,3.4130,10.6610,6.2688,0.9095,4.8206,6.7874
3.1854,5.3166,2.4972,7.3017,5.4645,3.8082,7.2480,4.4507
2.5955,5.3488,3.8842,6.1386,2.0115,0.9481,5.5573,2.4370
0.7566,1.6986,1.0975,6.9430,0.7423,-0.3594,2.5852,-0.3518
-0.4393,3.8485,-0.1728,4.8751,-3.1629,-3.3601,-1.7282,-1.2330
-2.7625,-0.6590,-2.1057,1.7315,-4.7336,-3.5757,-2.6402,-5.3613
-2.2687,-2.8645,-3.5193,0.7949,-1.8762,-3.7679,-3.2706,-4.5928
-2.0283,-3.2926,-7.4426,0.8925,-2.2959,-1.3900,-5.6158,-5.0267
-0.9757,-6.7392,-5.1016,-2.4867,-2.4135,-3.1428,-2.9657,-4.5894
-2.1492,-7.3270,-6.0307,-7.2116,-1.8065,0.7364,-6.2244,-6.5007
-0.9662,-5.2937,-9.1408,-7.5208,-2.0960,-1.9345,-11.5101,-6.2627
-6.1633,-9.3772,-9.7477,-10.2226,-1.3264,-5.1656,-8.0497,-6.5350
-4.6683,-11.2427,-12.6761,-10.9610,-2.4034,-4.5387,-10.1946,-8.0851
-6.6635,-9.9588,-10.0198,-11.9374,-4.8427,-6.6366,-10.7447,-9.9265
-4.4004,-9.6651,-9.9462,-12.4094,-5.6163,-10.1766,-11.7745,-11.2037
-9.2036,-10.4089,-10.4063,-13.2757,-6.9129,-5.2848,-10.0068,-12.6886
-8.9314,-9.2277,-7.5596,-10.5412,-8.4560,-6.7095,-8.7664,-9.3360
-7.5299,-10.2083,-8.0910,-9.4068,-5.8196,-6.1546,-8.4045,-6.3094
-8.0766,-8.7280,-4.5546,-10.5202,-7.3426,-5.0027,-6.9231,-5.9010
-3.3865,-1.2216,-4.3392,-0.1152,-1.2455,-4.8993,-3.4393,-0.5014
-1.1387,-0.4840,-0.0353,1.6332,-1.7918,-0.7254,0.0294,-2.2884
2.8235,3.0973,2.5481,2.6302,3.2550,4.0890,2.1737,1.6461
5.4034,8.5875,5.7395,6.1542,3.9831,3.6740,7.2825,7.6969
9.4451,9.9074,7.0356,6.8084,7.7845,3.1568,9.5191,9.2255
9.0975,11.4056,9.0489,12.8933,7.7133,7.4236,12.7566,12.4166
7.1258,14.7349,11.5521,14.2389,5.2919,7.4714,13.1004,11.1942
6.3375,10.4784,10.1491,11.9280,7.5161,7.0884,10.1930,9.9196
7.6764,12.1555,8.3813,12.8522,4.7922,6.7518,11.8628,10.3119
3.9965,9.7579,13.0038,10.6424,5.6676,5.3022,8.2459,7.3733
7.7594,8.7948,11.7547,7.0101,3.2541,3.6403,9.6026,6.8658
5.9651,9.3870,6.8583,6.7358,3.1739,4.3741,6.6802,8.9138
2.8844,6.6314,8.8197,5.6980,0.9512,0.1091,4.9060,7.7500
0.5827,5.5259,5.9181,2.8480,1.6907,3.3315,5.9243,6.0487
4.8061,5.1784,5.8481,1.1624,2.2345,3.8622,0.5484,1.9787
2.1337,1.7691,4.5467,-0.7205,4.4364,1.2920,0.8623,2.9511
3.4597,-0.3950,2.2649,-2.7740,5.5150,0.7447,1.9149,0.3437
-1.8059,-2.3956,-0.1756,-4.5785,1.0851,1.1740,0.7094,2.3506
-1.6368,-5.6647,-1.7261,-8.0949,2.6172,0.0096,-1.8157,-2.1373
-2.2515,-1.5745,-3.7320,-9.1466,-4.0014,0.3833,-5.5996,-4.8591
-3.7168,-8.1016,-5.1211,-11.1430,-4.4817,-3.6123,-6.3379,-5.0664
-5.7591,-8.1632,-5.1976,-8.3336,-5.9241,-5.7704,-6.0686,-7.6156
-4.9845,-8.9969,-6.9762,-12.8732,-7.8165,-6.7052,-6.7559,-5.4030
-7.7221,-8.0766,-5.1839,-7.1765,-8.7038,-4.6505,-7.8871,-8.9649
-5.8349,-6.4278,-3.7581,-5.3204,-5.3631,-5.9630,-5.5634,-9.3975
-4.2952,-4.7157,-6.1694,-5.7526,-5.1212,-5.0690,-5.4103,-9.2358
-2.0849,-4.6854,-3.8962,-6.6905,-2.4310,-3.1651,-5.2994,-4.2244
0.0445,-1.6139,-2.2736,-0.6355,0.1099,1.0123,-2.5164,-2.9386
-0.9566,1.4240,-1.0820,2.4251,1.4263,-0.0959,-2.1820,-2.2211
-0.1700,2.5934,-0.6176,3.3007,3.4862,4.4728,1.4172,3.3632
4.8997,6.7130,1.1310,5.8239,3.1331,3.5531,4.3252,3.6579
3.7002,5.6270,1.1047,10.0321,1.3708,2.9106,4.0796,3.0094
1.7027,5.8487,-1.5000,9.1907,3.9135,6.0781,4.8901,4.8336
4.3267,4.9943,1.3037,6.6132,0.1163,-0.5835,1.5457,2.9938
1.1133,4.6210,0.7447,4.8542,-1.9050,-1.0321,2.9207,-0.3327
1.6448,1.8362,-2.4265,5.5833,-2.1044,-3.6862,-0.5641,-1.8330
-0.8963,-1.6240,-1.9165,4.2862,-4.1029,-1.3050,0.8837,-0.0967
1.5268,-0.1295,-1.5543,3.7132,-3.6699,-0.5100,-2.1489,-1.5216
0.8258,-2.5145,-3.3727,0.4496,-2.2624,-0.2736,-1.5545,-2.3607
-2.1767,-2.9365,-1.8039,0.2835,-1.5739,-0.2605,-0.6634,-4.1458
-0.2380,-1.7701,-0.1289,0.6975,-2.6051,-1.5548,-3.3072,-2.1051
-0.6792,-1.3206,-5.0641,-2.6618,-1.2890,-1.1053,-2.8504,-4.3112
0.2594,-3.7917,-6.1467,-5.5581,1.3706,-2.7477,-1.5376,-3.6239
-3.6449,-4.1513,-3.7897,-7.2201,0.3009,2.6101,-4.1391,-1.7692
-1.7976,-2.9363,-3.2742,-8.7038,1.9629,-0.4463,-6.5179,-5.5278
-1.9657,-5.9394,-4.6778,-7.2640,-0.4196,-2.9278,-1.9102,-7.4842
-6.8175,-2.9363,-1.8896,-10.3532,-1.5621,-1.2865,-6.2078,-7.0820
-6.2565,-6.0328,-5.4767,-9.1143,-6.1621,-5.5394,-5.2146,-3.9613
-7.3242,-8.8840,-1.4147,-8.1910,-3.1438,-3.6796,-3.0554,-4.4073
-3.8183,-3.6984,-1.9088,-7.4095,-3.7868,-3.9661,-4.3270,-3.6075
-0.8484,-2.0921,3.4318,-6.4752,-3.1190,-1.3345,-2.8583,-2.1102
2.3367,2.0289,5.9830,-1.2101,0.0699,-0.2774,1.6471,1.9945
2.4944,4.1874,4.1069,1.2029,3.7521,0.1579,1.4786,2.8946
7.1261,6.0415,6.6136,5.0455,5.6220,4.9841,6.6031,7.4934
4.6100,7.1252,10.6205,6.2458,5.7079,8.5989,9.9004,8.4360
5.5640,10.7039,10.1776,11.1463,9.5792,8.4217,10.9733,10.0318
8.7567,10.9439,11.5283,9.6139,8.0374,10.1564,10.0713,11.4303
9.3813,11.6300,11.8317,14.3617,8.9135,7.0202,14.8920,11.9377
8.0506,12.8078,8.4922,9.2761,6.9457,7.3614,11.9488,11.7202
3.8036,13.1682,10.3933,11.9549,5.3862,4.7777,12.5879,10.7943
5.3199,9.5418,8.0096,10.8373,5.0270,4.9981,8.2898,3.1473
2.0196,5.2325,6.6587,7.3086,0.6607,2.2682,5.4304,5.5389
3.6546,5.7592,7.7649,7.2121,3.9011,2.0185,5.2521,4.2610
2.1148,5.0643,1.8539,6.3823,-2.4696,1.8936,2.7646,5.3459
-0.6975,0.6733,3.0867,-1.0734,-0.8986,1.0353,-0.2749,-0.1283
-0.7708,-0.2010,-0.4184,0.7541,0.5553,0.4097,2.2047,0.2442
-2.3011,-1.5659,-2.2865,-5.9918,0.8785,-1.4952,-2.4251,0.7508
-1.6589,-4.4467,-2.5531,-5.9116,-0.4127,-0.2662,-5.8487,-5.0577
-1.2174,-4.1199,-5.0894,-4.1318,-1.0694,-1.7830,-2.8561,-4.2574
-5.4549,-7.2077,-6.5424,-9.3746,-1.6051,-2.7370,-7.5068,-7.9538
-4.6975,-8.3205,-7.5919,-11.8850,-4.2243,-4.4395,-9.5916,-9.4368
-7.7002,-11.9946,-10.9110,-11.5997,-3.6247,-7.1844,-13.0892,-11.6458
-9.2889,-12.5811,-12.2901,-8.7956,-6.1417,-10.3368,-9.1820,-12.8912
-8.9658,-11.4172,-13.4214,-14.5412,-7.2792,-9.5907,-14.4350,-8.4179
-10.3929,-12.7789,-12.8345,-12.5060,-10.4430,-8.7037,-12.2988,-11.1198
-8.9496,-8.4270,-6.3346,-7.0689,-8.5846,-10.4877,-10.0093,-9.7256
-8.4770,-9.5611,-7.4641,-4.2596,-7.4763,-7.0021,-8.9003,-8.7949
-1.7361,-5.9122,-9.4645,-4.4503,-6.3792,-2.0204,-7.1244,-9.4443
-2.3304,-1.7787,-7.2405,-3.1530,-1.7941,-0.7997,-6.7207,-3.5758
-1.1328,-2.2218,-2.2715,4.8383,-0.6244,2.6474,-2.4811,0.3429
2.2457,0.0226,-0.0318,6.8082,3.2757,2.8792,1.6282,0.0664
3.2457,2.5399,1.8233,7.6753,2.1018,5.4584,2.2335,4.8622
3.9339,8.1368,2.0717,7.0492,6.8681,3.2036,5.0945,5.8460
5.4029,6.0533,3.2807,9.1086,2.7358,3.1138,6.4754,8.2308
5.3156,10.6761,4.5613,9.1717,3.6075,-0.8301,6.9469,4.8765
2.7575,5.4542,4.4603,9.5313,3.3776,3.9690,3.2854,3.4783
1.9630,5.7664,1.0276,10.3452,0.2938,3.4602,7.8315,3.9941
1.7850,6.9277,3.9007,8.2645,1.7224,-0.3860,5.0908,6.0929
-1.6593,6.8328,2.7980,3.8699,-1.6029,-0.1400,3.4683,0.7283
-0.6255,6.2702,4.1479,5.9498,2.7356,-0.5733,4.8123,0.0754
3.7457,4.4622,8.1526,2.6749,1.2796,1.8324,6.5652,3.1512
4.2707,3.6797,3.9646,1.5143,1.2018,3.7838,0.7179,2.2121
1.4336,2.4263,2.5885,0.9472,2.3297,0.1643,2.2774,2.6269
2.4292,1.8966,3.9620,-4.6363,4.2571,3.6579,-1.4515,3.5341
1.4645,-1.1481,2.6974,-4.6601,1.8570,2.3187,1.6126,0.4948
4.7425,-2.7920,1.9117,-6.8710,0.7135,2.0076,0.8223,-2.5353
0.7395,-2.8658,1.4965,-9.6024,0.1693,1.1901,-0.9603,2.1652
-2.1919,-4.2553,3.0848,-7.4799,-2.7654,-1.2823,-2.9818,-3.4958
-4.2587,-5.4262,-2.0529,-4.4260,0.4040,-2.4822,-5.8614,-4.3757
-5.6114,-3.8460,0.3291,-10.4969,-4.0009,-3.4721,-2.4914,-1.3961
-2.6780,-2.8691,-1.4065,-6.6451,-1.9900,-1.7819,-0.4739,-3.2338
-3.2657,-2.8338,1.5648,-3.8558,-2.1853,-1.8714,-2.4659,-1.6745
-2.8638,1.2162,0.4119,-2.3368,-2.5047,-0.6970,0.7378,0.8019
0.0531,-0.3493,2.3971,-0.0762,0.9169,-0.9806,-0.2566,3.7210
1.2342,3.5203,3.8126,0.8370,4.1761,2.4322,4.8640,3.6780
7.0064,4.9312,6.7630,5.6485,4.5177,6.1481,5.4163,8.2863
6.9438,4.8516,7.3667,6.2647,7.7722,6.0391,6.1550,4.0950
6.1087,8.4137,4.3384,5.6220,7.8607,7.3177,6.7222,9.0024
8.1387,8.3990,5.9849,11.5067,7.1662,8.4376,7.0382,6.3693
5.2001,10.1015,4.0325,11.2379,3.7964,6.0438,7.2291,8.7138
2.4953,7.3930,1.9857,9.2936,1.0707,2.8302,3.1428,5.3242
4.5441,3.1225,2.0322,8.4147,-0.1735,-0.0196,2.6348,2.2211
1.5461,5.4963,0.2275,8.1154,-0.7076,-4.8323,1.1996,2.2560
-2.1417,2.6600,2.6401,4.9934,-1.4742,-2.5455,-2.2343,0.7540
-1.8885,0.0093,-1.9671,4.0087,-6.2563,-3.4880,0.5138,-1.2183
-3.6189,-2.6563,-6.1718,0.1372,-3.1635,-2.5658,-4.7690,-5.0333
-4.8495,-5.0088,-6.3000,0.4775,-2.6853,-3.1533,-5.5644,-5.2863
-1.7632,-5.2768,-5.1405,-3.0486,-2.9910,-3.0552,-6.9717,-5.5103
-0.7240,-4.2365,-4.6524,-5.2091,-0.4507,-5.0567,-3.7431,-6.5027
-6.2938,-4.2674,-11.1757,-9.2586,-1.9481,-3.9907,-6.6257,-6.3305
-4.1678,-6.0770,-12.5024,-8.5848,-1.2868,-2.5371,-9.9636,-11.5811
-6.9528,-10.4056,-7.5730,-11.6274,-4.6698,-1.7720,-8.0130,-9.1709
-7.6692,-12.4432,-10.2067,-12.2744,-4.2528,-5.8053,-10.3313,-11.0673
-8.5737,-11.2324,-12.1067,-12.9160,-4.4324,-6.3933,-10.8356,-12.4793
-9.2872,-14.1400,-9.5111,-12.9923,-5.7165,-6.2553,-11.7341,-12.3311
-7.5990,-10.2370,-13.1997,-7.1626,-9.4024,-8.9806,-11.5700,-10.7677
-7.8773,-9.2945,-7.5848,-6.5689,-7.3350,-6.4042,-8.3224,-14.2307
-4.4851,-7.2943,-4.9098,-3.2455,-5.7686,-6.3616,-7.2318,-7.4661
-2.6732,-5.8656,-1.4233,-5.0290,-2.0924,-1.5291,-0.6522,-4.6910
-0.3584,0.7704,-1.5208,0.1069,1.0295,0.2271,-1.9039,0.7992
1.2365,2.6745,2.9382,1.2544,1.5680,3.2740,5.6815,2.1690
4.0256,4.8404,4.0134,5.0825,5.3526,4.0770,6.2472,6.0915
7.7639,4.7647,7.9729,7.1887,3.9246,8.0150,9.2777,11.1425
8.4232,10.6805,7.9031,12.2091,9.9271,10.8913,11.6956,11.9374
6.5249,14.1458,9.7009,10.7986,6.9155,6.1722,10.2720,12.5708
7.8341,13.9356,9.3105,13.2955,6.9688,6.3754,12.5179,10.4717
8.0656,10.0781,11.7679,12.2231,5.1946,6.0064,6.5710,11.4469
3.4727,8.7690,11.6671,13.8349,6.0649,5.5254,8.5924,9.3215
5.8273,9.0951,9.3306,6.7960,-1.0042,2.4128,7.1726,8.2646
3.2020,5.5967,8.8540,9.2424,2.5559,-1.6688,5.5748,8.0696
4.4440,6.3223,5.6122,7.2198,2.2288,4.4264,6.1184,5.5454
2.0076,5.8676,6.2231,2.0697,1.8942,3.7154,6.0828,7.7437
0.0680,5.4101,5.3776,3.0011,5.5118,0.3080,5.6143,4.3201
-0.1358,2.1663,8.0366,-0.0792,1.8203,2.2400,3.8501,4.4163
1.6751,0.5583,0.9486,-2.9939,4.1567,5.3512,1.1826,4.3646
0.9754,-2.1454,3.1963,-5.8928,2.8273,4.4646,1.1393,2.1333
-2.0942,-3.9555,0.8050,-7.5826,2.8942,2.4099,-1.0753,-3.3751
-1.3015,-4.9985,-1.9367,-4.9963,-1.7476,-1.0110,-1.8264,-2.5631
-6.2796,-5.8957,-1.2355,-9.2151,-3.7899,-2.5660,-3.9457,-3.8350
-5.1831,-6.4609,-4.5387,-8.6272,-2.8418,-4.6823,-6.6097,-5.3176
-7.7353,-9.7864,-5.3188,-10.9011,-5.1498,-4.0954,-8.9745,-9.2985
-7.0984,-6.2987,-6.2866,-10.0767,-8.6459,-7.6422,-8.8422,-8.8483
-5.5502,-8.0581,-4.1537,-5.7769,-6.7915,-7.1913,-8.1234,-5.8068
-5.7663,-6.0385,-3.6546,-7.3237,-4.2205,-3.2847,-6.4793,-7.1491
-3.4334,-4.9316,-5.1938,-3.4086,-1.7434,-3.0666,-3.7761,-4.6277
0.4865,-4.9996,-5.0020,-0.0425,-1.9447,1.1419,-1.0229,0.2681
-0.1350,2.3262,-2.0944,2.6884,-3.3435,0.0206,-0.1544,-0.1494
3.3847,4.0717,-1.9316,4.5480,3.2843,2.4173,1.6036,0.4892
1.2886,3.8800,-0.0783,7.1904,1.4069,1.8538,2.8720,1.3407
3.9964,4.9910,2.2375,8.7761,0.1253,3.1623,2.2778,3.5508
4.9878,5.5202,-0.3294,9.2953,-1.9217,0.1090,1.3990,0.7874
-1.7075,1.6562,-0.0642,6.5213,2.2210,0.2685,-0.6332,1.6290
-0.2555,2.0672,-0.4992,6.8243,-0.3087,-2.6560,-0.1412,1.4014
0.7415,2.7561,-0.0089,7.8660,-2.1760,-0.7967,0.4355,1.6745
-1.3021,-1.5602,-5.3437,5.9483,-0.6502,-1.6588,-2.3780,-0.3223
-1.0076,-0.2887,-3.4893,0.9096,-2.0878,-5.6392,-2.4728,-3.1872
-2.7132,-3.5723,-2.7418,1.7798,-0.3540,-0.7776,-1.9157,-0.8477
-1.6734,-1.4440,-1.6132,-3.4510,-4.1855,1.6497,-2.0950,-3.3253
-1.9289,-2.7031,-4.4126,-2.1348,-1.3102,-1.1894,-4.6364,-4.8706
0.1044,-5.6007,-6.6999,-1.0384,-2.9825,-1.5191,-1.6824,-3.4360
-1.4119,-2.0765,-3.1456,-6.9079,-0.5850,3.9956,-1.7799,-1.3137
-1.6911,-5.7165,-5.1984,-8.1968,-0.8167,-2.4222,-5.6344,-3.6917
-3.4445,-6.7050,-6.1410,-7.0227,-0.2098,-1.1196,-5.7723,-4.5178
-4.2847,-5.9997,-5.2680,-11.3492,-2.1215,-1.9204,-3.3380,-2.6689
-4.8282,-5.1159,-4.3462,-10.3613,-2.3435,-1.2608,-5.7234,-7.6502
-3.8900,-8.4048,-4.3759,-8.2875,-3.0251,-3.5407,-8.7824,-7.3811
-4.8969,-6.1504,-5.7624,-9.2192,-1.0572,-5.0375,-6.8890,-7.2132
-2.9796,-4.1852,0.3456,-7.0108,-4.1801,-5.1339,-3.7883,-2.8552
1.1884,-1.6242,2.7650,-3.3003,-3.7041,-2.8053,-3.0911,-1.0968
1.3899,0.3589,3.9715,-1.0623,0.1870,-1.6925,0.6463,3.5806
1.8942,2.6271,3.5503,1.6946,1.1309,2.4060,4.2168,4.5334
6.4850,5.0078,7.1357,3.7865,7.0937,4.0245,9.2283,6.4287
6.0681,9.0909,9.3213,7.6012,6.6008,4.7846,9.0972,9.5356
5.0619,9.4092,11.6564,9.1295,7.6171,10.3482,12.9871,11.5548
7.3279,7.8376,12.5989,11.6158,8.2868,8.2472,14.5296,9.8788
5.9991,13.1556,10.6924,11.0483,9.6661,6.6863,14.6522,16.5663
7.5724,13.2808,11.4947,11.6237,7.1641,7.1484,12.2206,12.5733
6.9324,7.1189,11.1000,9.8178,4.7520,5.8171,7.4962,10.7562
7.9683,7.4352,11.2280,10.0717,6.3757,1.2580,9.3711,9.6026
4.4667,7.9550,8.4551,7.2855,0.9367,2.7184,8.3230,7.8145
2.3214,8.1786,6.7831,4.9044,1.0367,-0.5874,4.7267,4.6375
2.8090,3.3006,3.8644,4.8511,1.2405,2.8286,5.7051,2.1414
-2.6044,0.4960,3.9826,2.5710,-2.4491,0.7839,2.7815,2.3909
0.3534,-0.2743,0.6146,1.1743,0.7204,-0.5998,0.8524,0.5786
0.4440,0.4743,-3.1585,-2.8986,-1.5806,-1.1157,0.1379,-2.7066
-3.7828,-4.2383,-1.6336,-3.8510,0.9721,-0.4195,-2.5882,-0.9597
-0.9345,-6.2911,-4.5526,-5.7493,-2.4273,-0.0642,-8.5875,-4.4083
-3.4686,-7.7504,-8.0629,-7.8348,-1.1818,-2.2592,-7.4991,-5.6557
-6.0765,-10.3798,-9.7635,-11.3626,-2.2189,-4.2034,-6.8841,-6.5919
-5.9556,-10.4793,-9.9692,-11.0787,-4.4223,-5.6269,-11.6526,-10.4083
-4.6936,-9.4879,-10.6769,-11.3513,-7.0238,-8.3065,-12.1287,-11.3180
-8.5325,-12.0161,-11.4977,-11.7829,-8.9354,-9.1033,-14.0680,-11.2857
-8.4677,-12.5982,-11.1294,-14.0588,-9.8584,-12.1224,-9.7106,-13.4738
-8.8081,-11.4552,-8.2083,-9.0744,-6.2589,-7.0049,-8.8560,-11.2972
-7.9549,-11.3064,-7.7238,-3.7274,-8.0749,-6.5774,-10.8587,-9.3446
-3.4377,-4.9246,-7.1520,-4.8352,-6.4264,-6.0310,-6.8140,-8.4690
-3.6674,-3.2944,-3.8449,-2.3865,-1.3363,0.5138,-5.1890,-0.6918
0.0241,-0.3650,-4.5430,2.2546,-1.0121,0.3126,-0.3441,-3.3774
1.2082,7.4535,-0.2558,4.8851,0.8675,0.7383,2.1110,-0.6006
4.1327,5.2766,3.7140,8.4460,1.5417,4.9922,4.6318,5.3856
4.7659,5.1152,2.1270,6.3810,3.5652,4.8867,5.2873,5.8593
6.0380,6.2415,2.1974,10.2793,3.9562,4.6722,9.8558,3.9138
3.4143,8.5615,3.0913,10.2978,3.6432,2.6399,3.9613,6.4141
3.1485,6.4705,2.6970,8.8218,3.6168,2.8656,2.5588,7.3265
1.3586,3.3322,3.1794,8.6768,1.9401,0.7571,3.9469,4.4912
1.5311,5.9934,3.6896,8.4895,0.1574,1.2776,1.5876,7.8378
2.3595,2.8214,1.9668,6.7945,-0.0564,-2.6165,1.2322,0.8848
2.7827,5.9879,3.9085,2.1706,1.3227,-0.0933,1.6760,4.2187
0.3121,4.2698,5.0281,3.4355,3.1672,3.8416,1.6338,4.7669
3.1077,1.4726,2.0517,0.3867,2.2859,0.9458,1.4441,4.2130
3.8406,3.4590,5.3377,-1.1433,2.0748,1.8727,3.3926,2.3088
2.1845,0.8309,3.3455,-2.8591,1.5545,2.3718,1.3568,1.6805
3.8128,0.9579,3.5193,-4.8317,0.5659,0.9115,1.0544,1.9899
-1.0365,-0.8376,0.2948,-4.2863,2.8369,-1.4749,1.6155,1.4978
-2.8068,-4.1303,1.8681,-7.3761,1.3686,0.1557,-2.0510,0.0022
-4.6681,-4.9653,-1.6379,-9.6793,-0.1340,-0.7962,-2.3968,-0.4399
-0.5814,-3.2014,0.9788,-8.7837,-2.5198,-2.4055,-2.2385,-4.3154
-2.2202,-5.3927,-0.1236,-7.4688,-1.0409,-3.3686,-5.9640,-3.3933
-3.0665,-4.9075,0.8129,-4.7529,-3.9636,-3.1728,-6.2344,-4.0671
-1.7112,-4.3991,-1.0319,-3.9120,-1.0666,-0.9652,-1.0602,-2.1586
-2.4186,-0.3647,0.4474,-3.7972,-1.0860,-1.3136,0.8158,1.6006
4.6915,4.4570,3.9190,3.8213,0.0133,0.0647,5.1920,2.2576
3.0504,2.2095,2.8328,3.1830,3.8889,2.5784,4.4153,8.0885
4.6398,6.0427,5.9941,7.2124,5.4146,5.6691,7.2360,6.2965
6.7100,9.7697,3.9383,7.1723,6.5180,8.1006,7.0055,7.3882
6.8422,8.4183,7.4792,9.7070,6.4504,5.3862,8.3086,8.0220
6.2546,9.2602,4.0538,10.9740,5.7309,5.9362,10.1295,6.6719
3.8983,6.2377,5.9253,11.6276,8.0685,4.9935,3.4694,6.5687
4.4945,7.0892,4.8119,10.8022,4.4668,1.2016,5.7315,6.8028
5.0824,4.3781,1.3125,9.3793,1.8311,0.7775,6.4338,3.4014
2.7558,4.1938,1.5633,6.0313,-0.8342,-3.2005,1.6848,0.0716
1.8040,2.6095,-0.6093,3.7992,-0.7822,-4.9465,1.8901,-1.9734
-2.3698,3.0205,-3.4248,3.1516,-2.2220,-2.4489,-3.1250,-2.8565
-3.7899,-1.4471,-5.6182,1.9831,-3.1120,-3.7271,-3.5368,-3.3780
-2.9640,-3.0810,-8.3968,-1.8245,-3.3778,-2.6190,-4.5100,-2.7699
-3.0689,-4.4269,-6.1481,-1.9320,-2.6960,-2.6015,-8.8306,-7.5149
-1.9469,-6.3994,-10.1323,-3.3212,-7.1432,-3.8522,-8.1931,-6.9206
-6.7346,-6.5866,-8.6537,-8.7280,-2.2649,-2.6487,-9.1004,-7.2386
-2.7179,-8.8350,-10.0777,-10.2706,-3.9848,-5.1018,-7.3256,-11.3093
-6.2138,-9.4196,-9.3607,-10.5900,-1.9568,-2.2594,-8.3641,-10.9227
-7.5788,-8.7874,-11.2442,-10.8555,-5.6300,-7.6930,-10.1463,-11.6521
