Fz,Cz,Pz,Oz,F3,F4,C3,C4
4.112173892341287385e+00,4.044400249980665940e+00,4.111860398659322513e+00,3.818241122816415256e+00,4.160863801791286676e+00,4.090018824795314423e+00,4.318439079535528080e+00,4.529164244953461704e+00
5.273474224982863667e+00,5.712824077184899707e+00,5.332004663708994840e+00,5.099289652634471537e+00,5.375016565222757059e+00,5.210903755253720959e+00,4.450555069116579610e+00,5.361068228291024695e+00
5.483903013142179539e+00,5.350781809458720062e+00,5.285186951945321177e+00,5.283422811796938845e+00,5.730460452567895047e+00,5.122612057094126925e+00,5.355386283372902234e+00,4.708207163238778747e+00
7.165096128574260703e+00,7.050642799024672946e+00,6.955007632754703017e+00,6.859342812359855657e+00,6.992431933739838179e+00,7.233583521525657645e+00,7.206177158070167899e+00,6.971091209520171361e+00
9.672953052248288941e+00,9.090480882186549039e+00,9.331735773498717634e+00,8.395338335460710510e+00,9.509450288028421738e+00,8.586640657552377931e+00,9.902205691363183959e+00,9.693045069762810328e+00
9.001232971891351298e+00,8.321679999640695158e+00,9.036308731945954520e+00,8.005184952696110301e+00,8.530643049949935275e+00,8.718506648036322915e+00,8.964465288366262996e+00,8.112348879716446248e+00
5.958493880073467253e+00,5.075135698274756635e+00,5.508926213393323223e+00,5.470238128411086365e+00,6.622946620418018959e+00,5.582188865752585549e+00,5.605549673924564935e+00,5.629855684763170665e+00
5.116896067661926395e+00,4.933902425830217986e+00,4.842344892297000492e+00,4.645582872442456157e+00,5.441001794373951483e+00,5.083154622824793911e+00,5.462537026951123309e+00,4.857208741558203258e+00
6.059177182065990763e+00,6.149428373592078501e+00,6.166805778416135198e+00,5.850541009495731082e+00,5.515657924405346080e+00,5.550231548181756125e+00,6.063882388267527013e+00,6.153388254200731211e+00
5.536358519800163691e+00,4.876781169008411965e+00,5.676484288414473056e+00,4.917556263639554004e+00,5.160575546906155608e+00,5.441424466963033169e+00,5.354095684851289505e+00,4.959199074096760640e+00
2.801191659576619752e+00,2.547176380064842593e+00,2.878591585396566899e+00,2.647994764081377461e+00,2.983252508011583704e+00,2.938174737774744472e+00,3.124558559818242376e+00,2.351104972991814979e+00
2.063445608193138714e+00,1.231151978195952124e+00,1.174945648104929408e+00,1.617849393348707698e+00,1.746711775875193329e+00,2.070261517613646518e+00,1.890279310607809515e+00,1.418647337787358964e+00
3.456569422435341821e+00,2.677377247777373626e+00,3.628584209480313127e+00,3.154348084623473270e+00,2.918943545740715351e+00,2.654193827519552240e+00,3.853887735153701755e+00,3.007105594999872622e+00
4.743650135174419802e+00,3.500410583308407375e+00,3.504147569484817204e+00,3.211476814641044175e+00,4.445338133775227796e+00,3.671188611555249448e+00,4.053357710295548699e+00,3.448517660313624056e+00
2.305900538136893108e+00,5.060713583079029521e-01,2.393499936416229712e+00,1.035172923570210068e+00,1.603607735123077527e+00,9.982025722040299698e-01,1.679840531905500978e+00,1.505421065554230164e+00
-4.180847792325618761e-01,-1.063627971575516584e+00,-3.047620407888567140e-01,-2.000227731265574516e+00,-7.645002108330313240e-01,-8.876015771870691129e-01,-4.998777776196535183e-01,-1.422651544129124979e+00
-7.715222903629607165e-01,-9.754056979806491334e-01,-1.262734813915644683e-02,-1.265428537695266975e+00,-1.146751642983292463e+00,-7.425081241585134162e-01,-4.364658038102027793e-01,-1.142799853586598413e+00
-8.545943174566261735e-01,-1.138932667993582060e+00,-5.207790505986928942e-01,-1.027971065651463123e+00,-6.973536186428025418e-01,-4.361797563215966678e-01,-4.612495983361396545e-01,-9.898109519773190534e-01
-2.827103091640718269e+00,-4.310925957583707557e+00,-3.353511791570521705e+00,-3.612260222052606107e+00,-3.663467452163404747e+00,-3.477048134217120889e+00,-2.865960955379286634e+00,-3.850242525376222247e+00
-6.332515324715438432e+00,-6.912132560908676560e+00,-6.028238145968288997e+00,-6.250585620669482978e+00,-6.812405690833756466e+00,-6.087918200043666239e+00,-6.260347711671962578e+00,-6.623846807744599552e+00
-6.524000787626519582e+00,-6.325931234695551630e+00,-6.384927361159456360e+00,-6.373061066788719309e+00,-6.737124780202625729e+00,-6.060434162426897586e+00,-6.581160890962366672e+00,-6.981658685905319572e+00
-5.517133434278165716e+00,-5.709436472498166992e+00,-4.880139021802511579e+00,-5.221807157853737280e+00,-5.662188356845444304e+00,-5.182127366593549667e+00,-4.537388859506799932e+00,-4.985939594080955217e+00
-4.558914807507076894e+00,-4.720516220691218123e+00,-4.601902503157617730e+00,-4.264082128119434323e+00,-4.461180968276104331e+00,-4.306459040428488372e+00,-4.759145471552204576e+00,-4.858480893102684384e+00
-5.582890132476239664e+00,-5.793870551447503736e+00,-4.746187435941725319e+00,-5.508785823729237308e+00,-5.690639916723873704e+00,-5.104659766900738305e+00,-5.610929500703082162e+00,-5.522471822144416898e+00
-4.522686198128418766e+00,-3.646342353560460214e+00,-3.874188873392999444e+00,-3.634392653740394330e+00,-3.755866170378320046e+00,-4.007733563671260768e+00,-3.602721155203298498e+00,-4.125475794687328168e+00
-4.828188439564780055e-01,-2.384429893447748416e-01,-4.371396589588277815e-02,-4.250308403220511289e-01,-5.410527296469535008e-01,-5.349523527296398129e-01,1.783343526394705614e-01,-1.090003620174214150e-01
1.999797085949400532e+00,2.352624994308527562e+00,2.076841718367121281e+00,2.129083785891538572e+00,1.838179300534013461e+00,2.290908365665351276e+00,1.918610743611363301e+00,2.866042937453838313e+00
1.443693346664863375e+00,1.933809627753623417e+00,1.703838199828557221e+00,1.480897223800725415e+00,1.343021694031079294e+00,1.107582719427046225e+00,1.276465667893054379e+00,2.333132715529411261e+00
1.309902387044166172e+00,2.341510561273463686e+00,1.115931234349331724e+00,1.626660058045895196e+00,1.801751934936514088e+00,1.387763002744012208e+00,1.830119456089367214e+00,1.914497042020339990e+00
3.266514854357213338e+00,3.718784891824737926e+00,2.417899358882551031e+00,3.540796675411363115e+00,3.705273793385067016e+00,3.389623204427989922e+00,3.566506323050670169e+00,4.252631608497987159e+00
3.979940130309284729e+00,4.761122863459563703e+00,3.716879910306438273e+00,4.307867559150298398e+00,4.351831855422091166e+00,4.480253056579724280e+00,4.234684609925674970e+00,4.286111158932643050e+00
1.710691144826885335e+00,1.924854582148380455e+00,1.627161653687913656e+00,1.684728864141766147e+00,1.827533047911431341e+00,1.815739595342690915e+00,1.717409809527266074e+00,2.441908041945412666e+00
-5.093937030743207472e-01,2.019883987334640807e-01,-1.504379500245310197e+00,-7.678142354535704150e-01,-8.546516788324628466e-01,-6.955266885044588676e-01,-6.435008658301092366e-01,2.593482505114682590e-01
-1.622116231513905493e+00,-2.402296793890400239e-01,-1.133903285397930505e+00,-2.970576908787317949e-01,-4.072288667206817592e-01,-2.762706183645873836e-01,-6.122337273299169880e-01,-2.559089120174980192e-02
-6.891617438955303931e-02,6.554142239966039840e-01,-3.888690493871443388e-01,7.654853761513779054e-01,2.771709909142406891e-01,8.768888625575048668e-01,5.686992951085140247e-02,8.173717895465663075e-01
-1.331601822265913837e+00,-6.572950360972618089e-01,-1.063723089926599696e+00,-8.464539207275849630e-01,-1.247133166281740646e+00,-1.676317883856570656e-01,-1.119505263663103545e+00,-1.615766683531921100e+00
-3.355850497836547319e+00,-3.329660084030175771e+00,-3.290617857810986813e+00,-2.657578675579857830e+00,-2.731508607709978609e+00,-3.472260197418393979e+00,-3.198632601975495149e+00,-3.012314352827131891e+00
-2.955974950177103100e+00,-2.386333432488031647e+00,-2.658078826641229853e+00,-2.504239080837915132e+00,-2.729383296803117975e+00,-2.476431557374058734e+00,-2.872849564778906295e+00,-2.329946722842783924e+00
-1.153127073285128201e+00,-1.589904252096573933e-01,-3.866151104799950278e-01,-6.892368236068664444e-01,-2.206584728199670886e-01,-8.469677651786657879e-01,-3.605614360037169286e-01,-2.198981765059717375e-01
-4.682165038093968334e-01,-5.037882360405165905e-01,-4.642116370216838872e-01,-6.070827223019265029e-01,-8.135519146754046638e-01,-3.099220166322702030e-01,-2.666875566940317688e-01,-1.628407961674457338e-01
-2.119834346189061414e+00,-3.305770374257453792e+00,-2.408470664897747415e+00,-2.665403895457221672e+00,-2.750059198647074599e+00,-3.081403350338447922e+00,-2.492211446049808377e+00,-2.738398631238978975e+00
-3.743817725809668318e+00,-3.625296392936035783e+00,-3.418662761688835428e+00,-3.355052321302101515e+00,-3.564394242388483125e+00,-3.702911658118654525e+00,-3.538567444189177458e+00,-3.518854214190491270e+00
-1.680903428089121965e+00,-2.077970886898707459e+00,-2.334730023648876163e+00,-1.552302951097114914e+00,-2.768209347720155478e+00,-2.328486803928683013e+00,-1.878998404970650959e+00,-2.663832846688576339e+00
-2.097741745937700575e+00,-2.929187322614660971e+00,-1.665097819656566447e+00,-2.330141395742132637e+00,-1.919661239611484715e+00,-2.180254390993638047e+00,-2.107548271375619287e+00,-2.508050882073169063e+00
-4.493884868507936226e+00,-5.137989847418328537e+00,-4.077553701869977232e+00,-4.557651464365314986e+00,-4.872494504933082560e+00,-4.458508019484805907e+00,-4.927916363417988777e+00,-5.404017826182670348e+00
-6.160758266301304964e+00,-5.885491769937665651e+00,-5.188426371303586748e+00,-5.716433749978014234e+00,-5.966341745263467722e+00,-5.705853611011544757e+00,-5.673149159264977648e+00,-7.026302362137338164e+00
-4.129579720302823276e+00,-4.227517095782644674e+00,-3.291322956422212176e+00,-4.016434208449094712e+00,-4.575536462962562112e+00,-3.995142691233907417e+00,-3.976345377800303726e+00,-5.030008731175922065e+00
-1.430703702518952847e+00,-1.980710557787043191e+00,-1.130160036130400947e+00,-1.995454567749550545e+00,-2.157263350552207193e+00,-2.193417732776101303e+00,-1.017206967321418354e+00,-2.061367793473580790e+00
-1.477947101150850706e+00,-1.417743059989589938e+00,-1.797082458000424765e+00,-2.256474542427060470e+00,-2.160990635059120812e+00,-1.475630337643942802e+00,-1.200533466226058055e+00,-2.416134586107883564e+00
-6.886247131103373498e-01,-1.459921030765952477e+00,-1.236749696100063689e+00,-1.673682439354750695e+00,-1.043522341048093827e+00,-1.382557952124243927e+00,-1.014120697360469281e+00,-1.787811643704867004e+00
2.547937381460672501e+00,1.915502370665165932e+00,2.330682423478956267e+00,1.355313078531094506e+00,2.127070213444302915e+00,2.239362650688361267e+00,2.201706718707045596e+00,1.452410203638434982e+00
6.512379246628798413e+00,6.639031306314574721e+00,7.045875964765388133e+00,5.144571212076932909e+00,6.377799904732065706e+00,5.719906008892774452e+00,6.312242538756859034e+00,5.326281130291847354e+00
8.268831403935303470e+00,7.076682337463608974e+00,8.015155320343909651e+00,6.630268931795129106e+00,8.091914167435875882e+00,6.703610180853337930e+00,7.290032237620232003e+00,7.587133853608136747e+00
7.378129483345356121e+00,6.397986721716544700e+00,7.339796839156971231e+00,5.970068688978863669e+00,7.587344073783669707e+00,6.618365740028385069e+00,6.557183034088403417e+00,6.233481378699842423e+00
8.490733972367969784e+00,7.811280452550995790e+00,7.832699044211972605e+00,7.459458279758535149e+00,8.522865720031573389e+00,8.026367513008350940e+00,7.829504888598493473e+00,7.787470062245169800e+00
1.007499894409851393e+01,9.836509543188002525e+00,9.574926877389696500e+00,9.479267838676490143e+00,9.843567351977000612e+00,9.688636724308469894e+00,1.004314651713071349e+01,9.923125777219139465e+00
9.495275280793219252e+00,8.994363584399650335e+00,9.378168694224365609e+00,8.502450362536901451e+00,9.421268179831399081e+00,9.025024912461269366e+00,8.801480483931717558e+00,9.373283482875267580e+00
5.985151905496143954e+00,5.711277111870126433e+00,5.540817013636847754e+00,5.616829196269291558e+00,6.084108677330342552e+00,5.701587697993531378e+00,6.059776773479660150e+00,5.847823884912520143e+00
4.463036056478110858e+00,4.822916813329012342e+00,3.799594559193180565e+00,3.313120585701672116e+00,4.593910504290396268e+00,4.614858799509617526e+00,4.182786812015602429e+00,3.519294130269502219e+00
4.165694351449832133e+00,4.682991676952804383e+00,4.232728463339847202e+00,4.246576596542060322e+00,4.776997709103488532e+00,4.250694965814910020e+00,4.585496035118768354e+00,4.209163018634923148e+00
4.253542311157710643e+00,3.916833972967795230e+00,4.298869835881134804e+00,4.129091318931095600e+00,3.782647835454144847e+00,3.907462535521479374e+00,3.960391384176308538e+00,3.745213576619779161e+00
1.146515120722531922e+00,1.594805844853451671e+00,9.614380089582321709e-01,1.492257596601193725e+00,1.281398812481238325e+00,1.488081884124245580e+00,1.217775194428318608e+00,9.403988837281236357e-01
-4.713744951697125818e-01,-7.848184050600425232e-01,-1.623591429871189540e+00,-1.000290722511950614e+00,-1.199448300064953621e+00,-1.308723785868125988e+00,-2.396810927008811154e-01,-5.471029128538079656e-01
2.252606966193570481e-01,-7.586443389537335380e-02,1.513333942987195868e-01,3.155564581582315786e-01,-1.594694642094990344e-02,3.823771996143788821e-01,1.986435844471594325e-01,-3.640808334417670045e-01
1.368942470503944353e+00,9.207567211659827278e-01,6.821099823682224006e-01,3.316690215505077033e-01,2.546028481531589227e-01,9.391755131672893109e-01,5.887590080685897176e-01,9.284142722475295928e-01
-9.844780306322902241e-01,-1.707591434638879413e+00,-1.055057892514618123e+00,-1.619064569459903513e+00,-1.179373828369023158e+00,-1.047302303755507147e+00,-1.340733675251129409e+00,-1.124837821109075930e+00
-4.490449285128283563e+00,-4.030731426213163715e+00,-3.847007619396831668e+00,-3.796498189028930437e+00,-4.086412777732999047e+00,-3.957645709224955510e+00,-4.167402464328329614e+00,-3.681704449664073842e+00
-4.539271390253832195e+00,-4.011052193516955633e+00,-4.349273046785838481e+00,-3.893542213027983312e+00,-4.153417578574488900e+00,-4.607912799517338343e+00,-4.880510631286533396e+00,-4.489430567856715015e+00
-4.517763033878170909e+00,-3.990110188042868433e+00,-3.634023289951932245e+00,-3.722563787880396990e+00,-4.121288409353526916e+00,-4.406473472552068671e+00,-4.487809787276157536e+00,-3.833343285026801439e+00
-6.349863005195972576e+00,-6.133859848871484388e+00,-6.330874856412831875e+00,-5.707000501398294290e+00,-6.512149394880361264e+00,-6.004714435658113025e+00,-5.919916105063334655e+00,-6.117430807699274276e+00
-9.021943006052286051e+00,-9.304509786111839986e+00,-9.296600596695547836e+00,-9.432169273367682294e+00,-9.384550887703905886e+00,-9.377496745738771011e+00,-9.559077580649304906e+00,-9.173818831870717005e+00
-9.972710086889710723e+00,-9.827914226374964812e+00,-9.634675392801113958e+00,-9.905674404265347732e+00,-1.068938472037189058e+01,-9.494507490300842178e+00,-1.038587053869120069e+01,-1.039039256764842811e+01
-8.452016647902620861e+00,-7.759130336491337765e+00,-8.133260863480209935e+00,-7.245499455102035746e+00,-8.582004740295161582e+00,-7.395547757358786001e+00,-8.104214724543941983e+00,-8.745391288170146993e+00
-7.550546745655891456e+00,-6.750693510629480087e+00,-7.486619703338355691e+00,-6.391615006080057171e+00,-7.140498925091334215e+00,-6.185530951473751315e+00,-7.043476276309545092e+00,-6.771876764586665765e+00
-7.735816418221938662e+00,-6.865930272568236958e+00,-7.370558956252565075e+00,-7.200723138941790502e+00,-8.331933822128609890e+00,-7.072762306892628636e+00,-8.182950325968164407e+00,-7.176944978317306933e+00
-6.745621287764318907e+00,-6.345770379111827175e+00,-5.949376172310330446e+00,-5.642893442165108020e+00,-6.278832082208019472e+00,-5.654855035758256321e+00,-6.275349769584667392e+00,-5.720795736181906399e+00
-2.396055897986618888e+00,-1.459535952411848303e+00,-2.200080697007718911e+00,-1.642884392094362322e+00,-2.339726396844909573e+00,-1.979985634853267396e+00,-1.866561588016390605e+00,-1.763938833424540720e+00
1.301921036198610215e+00,1.486580906774964461e+00,5.428165060741938497e-01,1.803756832200853477e+00,1.444714002423004962e+00,1.223187211622799975e+00,1.362834560097295089e+00,2.300691528274900755e+00
1.999337284579331575e+00,2.088675837985355610e+00,1.709466304022065675e+00,1.832678074427757764e+00,1.577614019668095224e+00,1.836067749982200681e+00,2.306653259768276953e+00,2.197002880932954927e+00
2.003345522595966877e+00,1.766205659364806335e+00,1.103193217204173404e+00,2.213787434453266201e+00,2.235084477314829066e+00,1.678508564228849531e+00,2.170604212635859120e+00,2.640236971716479086e+00
3.341856016016459208e+00,4.707135046096492914e+00,3.855363484301201904e+00,4.011805529553325478e+00,4.355726073324142078e+00,4.074168164027200056e+00,4.454865077512473626e+00,4.882845787643803170e+00
5.936198731799184891e+00,6.522145339213667015e+00,5.284966594408539997e+00,5.809670435581624659e+00,6.610376986217739947e+00,5.532606372293455088e+00,6.714993753588582415e+00,6.987563374120433934e+00
4.497097636729252557e+00,5.103437200998228285e+00,3.826798993021727657e+00,4.854901521762539751e+00,4.833968783054039875e+00,4.290978993799718921e+00,4.784639448380774596e+00,4.930436421526579238e+00
2.123351264612756584e+00,1.911364260086938716e+00,1.577549153636280455e+00,1.835936329728786953e+00,2.117569890002333199e+00,2.348017499683294318e+00,2.179857752993553444e+00,2.250736548452581864e+00
2.424914736693782658e+00,2.549315879112214134e+00,1.623808163095369350e+00,2.960150926674744998e+00,2.184856898116374069e+00,2.417712568831155817e+00,2.397866944256402899e+00,1.814754002540863942e+00
2.664687821293298953e+00,3.709610130927746940e+00,2.869844912413101135e+00,3.565094980399394764e+00,3.144480518406458813e+00,3.204820341973849462e+00,3.287921998606375240e+00,3.934867572401884672e+00
2.460708382881096501e+00,2.347519730864178200e+00,2.644348533120655098e+00,2.847410622203602415e+00,2.945333260198415015e+00,3.001024279297716202e+00,2.815486649995034174e+00,2.801744577821625892e+00
7.438870457617593468e-01,5.843791679585905730e-01,3.192160477185162493e-01,6.811826265974628702e-01,8.305313337653051908e-01,4.557446876838395777e-01,4.590189814639611399e-01,5.874658413361746323e-01
1.516322187052684956e-01,5.585906537970465324e-01,8.671527659177273861e-01,9.628739487724116142e-01,1.342430164005793625e+00,5.259588101683760897e-01,7.511045098553384980e-01,1.294496411522553236e+00
3.287185290196624088e+00,2.621787023313514542e+00,2.937892962527317131e+00,2.658225028576048921e+00,2.518134796163832068e+00,2.996117487447082173e+00,2.564658318296746398e+00,2.528941812346694462e+00
3.555155678552941900e+00,2.913973190512946232e+00,3.306187800454130965e+00,2.363625461052588861e+00,3.115297081446974037e+00,3.262262007691713706e+00,3.072181265708928688e+00,2.503941845856345605e+00
1.638530744430731323e+00,7.379901226967748862e-01,1.254549900329914758e+00,1.085020651998163776e+00,8.687235112428591810e-01,1.092628384988320933e+00,1.282259950170987262e+00,6.520812370780278977e-01
-1.734220034198686033e-01,-3.815570555469745551e-01,-3.129107632277614015e-01,-8.702383151637378411e-01,-3.532129144514283836e-01,-2.334611734467806343e-03,-2.974848156168978797e-01,-1.074432711301327004e+00
1.096247806224278865e+00,3.798871979407321686e-01,1.168213453611075314e+00,1.540381310027585104e-01,5.071908569232705943e-01,9.478145967847736997e-02,2.746484864848053320e-02,-1.307133037865268466e-01
1.271382761769059844e+00,-7.049808158800873192e-01,1.107063117535459718e+00,-5.912434523724652280e-02,4.586603445847375338e-01,1.943890893584130919e-01,3.063427630509381605e-01,-9.181682835179673374e-02
-1.595058985154836684e+00,-2.465602792337757698e+00,-2.095299599107860011e+00,-1.987749952917712726e+00,-1.805856030714948268e+00,-2.220365744264870322e+00,-2.158151570022530663e+00,-2.790197408375194588e+00
-3.985213075961718587e+00,-4.697704860835942853e+00,-3.934170212039038272e+00,-4.579829098676976962e+00,-4.676249252317854044e+00,-4.341941957090484472e+00,-4.404901805500633927e+00,-5.416228726599866761e+00
-3.216458362992722808e+00,-4.305297046745678813e+00,-3.304637959961862936e+00,-3.473336600718156308e+00,-3.389626588442617994e+00,-4.108025606056796342e+00,-3.202053816832754141e+00,-3.720622091000088449e+00
-1.656557322207101723e+00,-1.762387891884822810e+00,-7.002494585684093664e-01,-1.620959194169085960e+00,-1.565113277044796414e+00,-1.503496904106381926e+00,-1.325485751905382870e+00,-2.131732178555601376e+00
-1.472211911230094650e+00,-1.389544170279743085e+00,-1.770833140240887005e+00,-9.883423819459171700e-01,-1.695200736480709125e+00,-1.630806587262843665e+00,-1.092947329574977866e+00,-2.210121192583387018e+00
-1.966438684378060131e+00,-2.557409145964931074e+00,-2.256065890821238984e+00,-1.525403734288489854e+00,-2.209609829969522377e+00,-1.772893708613021868e+00,-1.695222938805736712e+00,-2.271432644620390739e+00
4.563795610274256065e-01,1.368290853085800118e-01,6.915544405864718636e-01,5.442941706775526745e-02,9.464271302806023245e-01,2.774460931750012405e-01,6.298137726017793980e-01,6.108903291475389907e-02
4.489504266877079708e+00,3.612966400846894910e+00,4.531575484842822021e+00,3.799292654908119182e+00,3.895046837789739147e+00,3.749906659424143474e+00,4.301713087830027149e+00,4.018465487455051388e+00
5.401655409347050352e+00,5.238296710803448164e+00,5.352923321933739764e+00,5.118255694587704241e+00,5.834736634231580510e+00,5.569201396643669533e+00,5.683807248333954121e+00,5.840892615420651524e+00
4.799643642878790750e+00,5.059477287284304126e+00,4.437675140534910412e+00,4.660536406360932027e+00,4.715223605158889164e+00,4.707141434405288649e+00,5.061682152213991870e+00,4.956892548645059016e+00
5.438194302483443821e+00,4.713270842245886882e+00,4.917547392921201244e+00,4.445367033480282615e+00,5.709175311913586626e+00,4.458589538699328614e+00,5.184964315655081535e+00,5.423659745123954323e+00
6.444967340000177458e+00,6.834465561629490260e+00,5.676716390088965447e+00,6.229876254781371969e+00,7.186473266789907832e+00,6.320797362055231794e+00,6.744284940646518400e+00,7.252279938541297710e+00
6.164665087072553895e+00,6.051841538289731481e+00,5.548106355859040661e+00,6.593847124838836393e+00,6.523897775069232630e+00,5.698477189620978045e+00,6.824273996804212317e+00,6.924575409222499367e+00
3.245137835116962410e+00,4.125408673007028071e+00,2.803539529325516533e+00,3.144895141007594486e+00,3.703116121898393232e+00,2.989341305614041211e+00,2.588063524472974830e+00,3.664054334355856923e+00
7.741864330072427691e-01,1.244397625474497504e+00,7.151128789831590060e-01,8.593200874256270438e-01,9.913445791792157014e-01,5.995899609469885760e-01,6.091921743832370284e-01,1.582494105487643132e+00
5.460329441226376979e-01,1.146812266165581073e+00,1.818105276506378210e-01,6.045967129685382302e-01,7.841597296211165746e-01,9.979229380770624491e-01,6.725901495424042587e-01,1.035477671668191935e+00
9.325269221306133893e-01,1.420573056082607311e+00,3.858852396673856933e-01,1.400339530780525976e+00,1.134394372860414890e+00,7.556355866416101241e-01,1.115876765720760888e+00,1.300302474348789428e+00
-1.576855872624111088e+00,-1.554337833488538712e+00,-1.612381985364406134e+00,-5.564599019882700004e-01,-1.393054143596730521e+00,-1.477808755661155660e+00,-1.146724356554218005e+00,-1.066468037666518320e+00
-3.863153622428202372e+00,-3.129606872736022005e+00,-3.537924427088269486e+00,-3.236824652784925149e+00,-3.797199848314276593e+00,-4.029562051469539163e+00,-4.386224912811244714e+00,-3.677659064211524775e+00
-3.319520451562220753e+00,-3.064178038868985432e+00,-3.646627905830330363e+00,-2.468107048368237688e+00,-3.328834121536536017e+00,-3.078436044742554945e+00,-2.968997988700417423e+00,-3.144178419650346168e+00
-1.270201399587368662e+00,-1.639612222380549600e+00,-1.895013276112217371e+00,-1.745583185269110604e+00,-1.759127491717067837e+00,-1.595821827988690433e+00,-2.302543673114880285e+00,-1.540536673997008554e+00
-3.079207576299121119e+00,-2.893098132246360699e+00,-2.328460093677741316e+00,-2.557614553207524288e+00,-2.954139911570922816e+00,-2.746583902071923156e+00,-3.407792158224958179e+00,-2.691816341669265977e+00
-6.137389889492608219e+00,-5.523662387983184097e+00,-5.791068086688533789e+00,-5.475618924888512318e+00,-5.596976034990555071e+00,-5.436229118288648188e+00,-5.695717363438226322e+00,-5.569144151524658248e+00
-5.561954269337685552e+00,-5.687382257559198351e+00,-5.481197771989352319e+00,-5.757079307287469305e+00,-6.368770491542421475e+00,-6.409581075161335129e+00,-6.238038687581798136e+00,-5.907965570228258301e+00
-5.148678974429325095e+00,-4.779838244522718327e+00,-5.022000084149518706e+00,-4.360642094159747906e+00,-4.670175262589326692e+00,-5.049692429051305886e+00,-5.557420625278027160e+00,-4.675797662061235371e+00
-5.879500948469911670e+00,-5.518370622613747223e+00,-5.559303585890905453e+00,-5.362701630155538801e+00,-6.406619818676454692e+00,-5.798009463461919921e+00,-5.750693787540733126e+00,-5.348080386094568262e+00
-8.304553021087141218e+00,-8.442690262047086946e+00,-8.438778572306626202e+00,-8.498687431289411620e+00,-8.743243043153666960e+00,-8.482994280404732024e+00,-8.471240742699096771e+00,-8.411106905249836174e+00
-1.001216935780251127e+01,-9.068237111894960734e+00,-9.497644558031769435e+00,-9.230326195082772855e+00,-9.782486910185079765e+00,-9.093071970425691930e+00,-9.140181544459624163e+00,-1.024390518555862073e+01
-7.707188458451973645e+00,-7.125385458659507343e+00,-7.336423848490546185e+00,-7.039053520078830672e+00,-6.930980774829171409e+00,-6.453215488845214232e+00,-7.350909703421979025e+00,-7.110431783657729099e+00
-5.894635427389946614e+00,-4.434602371097084550e+00,-5.092362762574166979e+00,-4.629721122969056246e+00,-5.780661935056720324e+00,-4.747748662830272082e+00,-5.305779300768551643e+00,-5.576675111914699556e+00
-5.591631358993069512e+00,-5.582150378993539164e+00,-4.884506652833445983e+00,-4.250886970286822830e+00,-5.636763554301627899e+00,-5.320932643015993335e+00,-5.261459493253084929e+00,-5.222822705558102463e+00
-4.051735033728737889e+00,-3.673089166167026409e+00,-4.133999454576297694e+00,-3.513954586867492402e+00,-4.505559018734010657e+00,-3.800304781433668122e+00,-3.619772199532498735e+00,-4.193324115315003375e+00
1.572563528435423630e-01,4.103722352160060760e-01,2.103394761967979087e-02,-5.687955597440988997e-01,9.703951528489210276e-02,1.920907102994385551e-01,-8.502734347902520806e-01,-5.780628782634012613e-02
4.266508269332305758e+00,3.795722721446150416e+00,4.266430813506967290e+00,4.349014841488402006e+00,3.802698401884772927e+00,3.762005402137097221e+00,3.839087527276212164e+00,4.158412819163075369e+00
4.929560706817859739e+00,5.780553337231311595e+00,4.891682819378492475e+00,5.150975456088350057e+00,5.272626027346324129e+00,5.279337085852148448e+00,5.253993596619960016e+00,5.352019435483625465e+00
4.721221015264511323e+00,5.402169008403558514e+00,5.397194824374186517e+00,4.313566916292321807e+00,4.863907427033295150e+00,4.943264535852089026e+00,4.968233415802180808e+00,5.812551067773071622e+00
7.348000369837047074e+00,7.291072537528668462e+00,7.287296199310790534e+00,6.533743855618252105e+00,7.530971361902187411e+00,6.457891853551987360e+00,7.143376997307085752e+00,7.296924841959202546e+00
9.389958685393242632e+00,9.230603711325784388e+00,9.991328967446435172e+00,9.164474186870100070e+00,9.536350229867677442e+00,9.252127153213692168e+00,9.418571362397660351e+00,9.789705676001819512e+00
8.835233958060463522e+00,8.374884007735989400e+00,8.253161600918849317e+00,8.240025177789657818e+00,8.425116885638214370e+00,8.427094233613077634e+00,8.477755637479514661e+00,8.859396065555804611e+00
6.122451169639353985e+00,5.651072416922926500e+00,5.452620755521564888e+00,5.000519298370281085e+00,6.417176656564259396e+00,5.607514173010774705e+00,5.964997857419453098e+00,5.927977125614396492e+00
5.052841574759775689e+00,4.973769478449734827e+00,4.947195185913156656e+00,4.775528184104247842e+00,4.786005065302487260e+00,4.852470404388353309e+00,5.278340224690200699e+00,4.219678911412596989e+00
6.271270503405461660e+00,6.316139323557766971e+00,6.035203343829016021e+00,5.047499464788765877e+00,6.415548823754495977e+00,5.731533532544253795e+00,6.071696812432598733e+00,6.047506842320836462e+00
5.605096614107303310e+00,5.403861232518066160e+00,5.173882158118217944e+00,5.125824294850660934e+00,5.404391787701849914e+00,5.622976608999488590e+00,5.489473232549525683e+00,4.994334594792453785e+00
3.176678481319932690e+00,2.472168360815716337e+00,2.754127857001761992e+00,2.969898868636186240e+00,3.503427623387475265e+00,2.854258316245378069e+00,3.015698109560736917e+00,2.758869470039201133e+00
1.757095350830165437e+00,1.825719486581452333e+00,2.052301510457535283e+00,1.497270809087245746e+00,2.113309001174746182e+00,1.773470859548569978e+00,1.948879213313260195e+00,1.142621217763865715e+00
